feature_name,source_field,log_source,datatype,description,required_for,example
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-10876,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-12504,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13070,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13071,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14325,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14327,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14333,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67543,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-6923,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-6924,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-7073,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-8110,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65832,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65291,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66628,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64991,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64992,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64993,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64994,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64995,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14523,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14519,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14520,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14521,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14522,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-55307,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-55308,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-55309,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-55311,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-14534,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-56111,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-56114,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-56117,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-14535,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13663,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13664,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2024-58289,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13668,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13665,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13669,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13670,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-10684,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-58770,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66430,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14572,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-14672,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-14673,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14703,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14704,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14705,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14707,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14022,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14023,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-14708,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65176,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65213,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65835,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-58173,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66402,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66407,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66482,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66449,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14252,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-62330,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64634,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-40361,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68206,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68254,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-68255,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68256,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68257,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68258,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68259,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68261,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68263,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68264,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68265,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68266,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-62329,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68291,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-37164,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-33212,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-33226,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-62863,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-62864,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65581,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14553,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-65834,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-48429,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14727,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65855,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-43501,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-43531,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-55254,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-59849,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14318,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-53435,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-53438,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-53439,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-53441,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-53442,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-53443,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-53445,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-53446,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-58935,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-60046,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-60047,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14874,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-40891,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-40892,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-40893,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-40898,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14744,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68325,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14884,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65559,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65561,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65562,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65563,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65564,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65565,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65567,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65568,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2023-53936,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65566,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-62000,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-62001,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-62002,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-62003,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-62004,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-63947,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68161,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64676,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65041,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65046,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14910,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14267,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66524,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14847,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-1885,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-1927,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-1928,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66905,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68457,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68430,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-14966,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67712,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14299,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14300,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-8065,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2023-47232,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-59301,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68332,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68335,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68336,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68337,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67288,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65817,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66735,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66736,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2023-53955,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2023-53960,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2023-53961,10
path_depth_count,"count_matches(uri, '../')",web_logs,int,Count of directory traversal attempts,DET-CVE-2023-53962,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2023-53963,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2023-53964,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-68615,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65865,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67109,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67111,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2024-57521,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-29228,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-29229,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65410,10
path_depth_count,"count_matches(uri, '../')",web_logs,int,Count of directory traversal attempts,DET-CVE-2025-65713,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-51511,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-25364,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-65354,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-14932,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14933,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-14934,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-14935,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-14936,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13709,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13711,10
path_depth_count,"count_matches(uri, '../')",web_logs,int,Count of directory traversal attempts,DET-CVE-2025-14413,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14414,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66209,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66210,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-66211,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66212,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66213,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68664,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68665,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68669,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68696,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68344,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68345,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-68346,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-68347,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68349,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68354,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68357,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68362,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68363,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68364,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68366,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68367,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68369,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68371,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68372,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68379,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68380,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-68724,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68727,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68728,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68732,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68733,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68740,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68741,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68742,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68744,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68746,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2024-39037,10
path_depth_count,"count_matches(uri, '../')",web_logs,int,Count of directory traversal attempts,DET-CVE-2019-25258,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15099,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-52598,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-52599,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-52600,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-52601,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-8075,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-62578,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-59888,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65885,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2024-29720,10
path_depth_count,"count_matches(uri, '../')",web_logs,int,Count of directory traversal attempts,DET-CVE-2025-57403,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66738,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67014,10
path_depth_count,"count_matches(uri, '../')",web_logs,int,Count of directory traversal attempts,DET-CVE-2025-66737,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-54322,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14177,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-14178,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-14180,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15110,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68972,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15116,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15118,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15119,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15131,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15132,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15133,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15136,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15137,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15139,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15144,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15145,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68973,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15146,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15148,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-15155,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-15168,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-52691,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15170,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15171,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15172,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15173,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15068,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15069,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15070,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15174,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15175,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-60458,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-15194,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-15195,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-56333,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68951,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69200,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69206,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-15196,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15197,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15200,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15201,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2024-25181,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15202,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15203,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15204,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-15205,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-15206,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-15207,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-15208,10
