attack_id,name,description,primary_logs,mitre_techniques,default_severity
AP-CVE-2025-38644,CVE-2025-38644 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  wifi: mac80211: reject TDLS operations when station is not associated  syzbot triggered a WARN in ieee80211_tdls_oper() by sending ...",web_logs;system_logs,CWE-908,55
AP-CVE-2025-38645,CVE-2025-38645 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  net/mlx5: Check device memory pointer before usage  Add a NULL check before accessing device memory to prevent a crash if dev->dm a...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38650,CVE-2025-38650 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  hfsplus: remove mutex_lock check in hfsplus_free_extents  Syzbot reported an issue in hfsplus filesystem:  ------------[ cut here ]...",web_logs;system_logs,CWE-667,55
AP-CVE-2025-38652,CVE-2025-38652 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  f2fs: fix to avoid out-of-boundary access in devs.path  - touch /mnt/f2fs/012345678901234567890123456789012345678901234567890123 - ...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-38653,CVE-2025-38653 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  proc: use the same treatment to check proc_lseek as ones for proc_read_iter et.al  Check pde->proc_ops->proc_lseek directly may cau...",web_logs;system_logs,CWE-416,78
AP-CVE-2025-38663,CVE-2025-38663 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  nilfs2: reject invalid file types when reading inodes  To prevent inodes with invalid file types from tripping through the vfs and ...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2025-38664,CVE-2025-38664 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  ice: Fix a null pointer dereference in ice_copy_and_init_pkg()  Add check for the return value of devm_kmemdup() to prevent potenti...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38665,CVE-2025-38665 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  can: netlink: can_changelink(): fix NULL pointer deref of struct can_priv::do_set_mode  Andrei Lalaev reported a NULL pointer deref...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38666,CVE-2025-38666 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  net: appletalk: Fix use-after-free in AARP proxy probe  The AARP proxy‐probe routine (aarp_proxy_probe_network) sends a probe, rele...",web_logs;system_logs,CWE-416,78
AP-CVE-2025-38668,CVE-2025-38668 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  regulator: core: fix NULL dereference on unbind due to stale coupling data  Failing to reset coupling_desc.n_coupled after freeing ...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38671,CVE-2025-38671 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  i2c: qup: jump out of the loop in case of timeout  Original logic only sets the return value but doesn't jump out of the loop if th...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2025-38676,CVE-2025-38676 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  iommu/amd: Avoid stack buffer overflow from kernel cmdline  While the kernel command line is considered trusted in most environment...",web_logs;system_logs,CWE-787,78
AP-CVE-2025-58192,CVE-2025-58192 Exploitation,Missing Authorization vulnerability in Xylus Themes WP Bulk Delete allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects WP Bulk Delete: from n/a through 1.3.6....,web_logs;system_logs,CWE-862,43
AP-CVE-2024-58240,CVE-2024-58240 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  tls: separate no-async decryption request handling from async  If we're not doing async, the handling is much simpler. There's no r...",web_logs;system_logs,CWE-416,78
AP-CVE-2025-38677,CVE-2025-38677 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  f2fs: fix to avoid out-of-boundary access in dnode page  As Jiaming Zhang reported:   <TASK>  __dump_stack lib/dump_stack.c:94 [inl...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-9784,CVE-2025-9784 Exploitation,"A flaw was found in Undertow where malformed client requests can trigger server-side stream resets without triggering abuse counters. This issue, referred to as the 'MadeYouReset' attack, allows malic...",web_logs;system_logs,CWE-770,75
AP-CVE-2024-34598,CVE-2024-34598 Exploitation,Improper export of component in GoodLock prior to version 2.2.04.95 allows local attackers to install arbitrary applications from Galaxy Store....,web_logs;system_logs,NVD-CWE-noinfo,77
AP-CVE-2024-43184,CVE-2024-43184 Exploitation,"IBM Jazz Foundation 7.0.2 through 7.0.2 iFix033, 7.0.3 through 7.0.3 iFix012, and 7.1.0 through 7.1.0 iFix002 is vulnerable to cross-site scripting. This vulnerability allows an unauthenticated attack...",web_logs;system_logs,CWE-79,61
AP-CVE-2025-25048,CVE-2025-25048 Exploitation,"IBM Jazz Foundation 7.0.2 through 7.0.2 iFix033, 7.0.3 through 7.0.3 iFix012, and 7.1.0 through 7.1.0 iFix002 could allow an authenticated user to upload files to the system due to improper neutraliza...",web_logs;system_logs,CWE-23,65
AP-CVE-2025-38679,CVE-2025-38679 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  media: venus: Fix OOB read due to missing payload bound check  Currently, The event_seq_changed() handler processes a variable numb...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-38680,CVE-2025-38680 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  media: uvcvideo: Fix 1-byte out-of-bounds read in uvc_parse_format()  The buffer length check before calling uvc_parse_format() onl...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-38681,CVE-2025-38681 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  mm/ptdump: take the memory hotplug lock inside ptdump_walk_pgd()  Memory hot remove unmaps and tears down various kernel page table...",web_logs;system_logs,CWE-362,47
AP-CVE-2025-38683,CVE-2025-38683 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  hv_netvsc: Fix panic during namespace deletion with VF  The existing code move the VF NIC to new namespace when NETDEV_REGISTER is ...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38684,CVE-2025-38684 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  net/sched: ets: use old 'nbands' while purging unused classes  Shuang reported sch_ets test-case [1] crashing in ets_class_qlen_not...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38685,CVE-2025-38685 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  fbdev: Fix vmalloc out-of-bounds write in fast_imageblit  This issue triggers when a userspace program does an ioctl FBIOPUT_CON2FB...",web_logs;system_logs,CWE-787,78
AP-CVE-2025-38687,CVE-2025-38687 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  comedi: fix race between polling and detaching  syzbot reports a use-after-free in comedi in the below link, which is due to comedi...",web_logs;system_logs,CWE-362,47
AP-CVE-2025-38691,CVE-2025-38691 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  pNFS: Fix uninited ptr deref in block/scsi layout  The error occurs on the third attempt to encode extents. When function ext_tree_...",web_logs;system_logs,CWE-908,55
AP-CVE-2025-38693,CVE-2025-38693 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  media: dvb-frontends: w7090p: fix null-ptr-deref in w7090p_tuner_write_serpar and w7090p_tuner_read_serpar  In w7090p_tuner_write_s...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38695,CVE-2025-38695 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  scsi: lpfc: Check for hdwq null ptr when cleaning up lpfc_vport structure  If a call to lpfc_sli4_read_rev() from lpfc_sli4_hba_set...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38696,CVE-2025-38696 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  MIPS: Don't crash in stack_top() for tasks without ABI or vDSO  Not all tasks have an ABI associated or vDSO mapped, for example kt...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38699,CVE-2025-38699 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  scsi: bfa: Double-free fix  When the bfad_im_probe() function fails during initialization, the memory pointed to by bfad->im is fre...",web_logs;system_logs,CWE-415,78
AP-CVE-2025-38700,CVE-2025-38700 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  scsi: libiscsi: Initialize iscsi_conn->dd_data only if memory is allocated  In case of an ib_fast_reg_mr allocation failure during ...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38701,CVE-2025-38701 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  ext4: do not BUG when INLINE_DATA_FL lacks system.data xattr  A syzbot fuzzed image triggered a BUG_ON in ext4_update_inline_data()...",web_logs;system_logs,CWE-617,55
AP-CVE-2025-38707,CVE-2025-38707 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  fs/ntfs3: Add sanity check for file name  The length of the file name should be smaller than the directory entry size....",web_logs;system_logs,NVD-CWE-noinfo,78
AP-CVE-2025-38711,CVE-2025-38711 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  smb/server: avoid deadlock when linking with ReplaceIfExists  If smb2_create_link() is called with ReplaceIfExists set and the name...",web_logs;system_logs,CWE-667,55
AP-CVE-2025-38714,CVE-2025-38714 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  hfsplus: fix slab-out-of-bounds in hfsplus_bnode_read()  The hfsplus_bnode_read() method can trigger the issue:  [  174.852007][ T9...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-38718,CVE-2025-38718 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  sctp: linearize cloned gso packets in sctp_rcv  A cloned head skb still shares these frag skbs in fraglist with the original head s...",web_logs;system_logs,CWE-908,78
AP-CVE-2025-38721,CVE-2025-38721 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  netfilter: ctnetlink: fix refcount leak on table dump  There is a reference count leak in ctnetlink_dump_table():       if (res < 0...",web_logs;system_logs,NVD-CWE-Other,55
AP-CVE-2025-38723,CVE-2025-38723 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  LoongArch: BPF: Fix jump offset calculation in tailcall  The extra pass of bpf_int_jit_compile() skips JIT context initialization w...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2025-38724,CVE-2025-38724 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  nfsd: handle get_client_locked() failure in nfsd4_setclientid_confirm()  Lei Lu recently reported that nfsd4_setclientid_confirm() ...",web_logs;system_logs,CWE-416,78
AP-CVE-2025-38725,CVE-2025-38725 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  net: usb: asix_devices: add phy_mask for ax88772 mdio bus  Without setting phy_mask for ax88772 mdio bus, current driver may create...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38727,CVE-2025-38727 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  netlink: avoid infinite retry looping in netlink_unicast()  netlink_attachskb() checks for the socket's read memory allocation cons...",web_logs;system_logs,CWE-835,55
AP-CVE-2025-38728,CVE-2025-38728 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  smb3: fix for slab out of bounds on mount to ksmbd  With KASAN enabled, it is possible to get a slab out of bounds during mount to ...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-38729,CVE-2025-38729 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  ALSA: usb-audio: Validate UAC3 power domain descriptors, too  UAC3 power domain descriptors need to be verified with its variable b...",web_logs;system_logs,CWE-787,78
AP-CVE-2025-38732,CVE-2025-38732 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  netfilter: nf_reject: don't leak dst refcount for loopback packets  recent patches to add a WARN() when replacing skb dst entry fou...",web_logs;system_logs,NVD-CWE-Other,55
AP-CVE-2025-38735,CVE-2025-38735 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  gve: prevent ethtool ops after shutdown  A crash can occur if an ethtool operation is invoked after shutdown() is called.  shutdown...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-38736,CVE-2025-38736 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  net: usb: asix_devices: Fix PHY address mask in MDIO bus initialization  Syzbot reported shift-out-of-bounds exception on MDIO bus ...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-39673,CVE-2025-39673 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  ppp: fix race conditions in ppp_fill_forward_path  ppp_fill_forward_path() has two race conditions:  1. The ppp->channels list can ...",web_logs;system_logs,CWE-362,47
AP-CVE-2025-39675,CVE-2025-39675 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: Add null pointer check in mod_hdcp_hdcp1_create_session()  The function mod_hdcp_hdcp1_create_session() calls the ...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-39676,CVE-2025-39676 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  scsi: qla4xxx: Prevent a potential error pointer dereference  The qla4xxx_get_ep_fwdb() function is supposed to return NULL on erro...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-39681,CVE-2025-39681 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  x86/cpu/hygon: Add missing resctrl_cpu_detect() in bsp_init helper  Since    923f3a2b48bd ('x86/resctrl: Query LLC monitoring prope...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2025-39683,CVE-2025-39683 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  tracing: Limit access to parser->buffer when trace_get_user failed  When the length of the string written to set_ftrace_filter exce...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-39684,CVE-2025-39684 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  comedi: Fix use of uninitialized memory in do_insn_ioctl() and do_insnlist_ioctl()  syzbot reports a KMSAN kernel-infoleak in `do_i...",web_logs;system_logs,CWE-908,55
AP-CVE-2025-39685,CVE-2025-39685 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  comedi: pcl726: Prevent invalid irq number  The reproducer passed in an irq number(0x80008000) that was too large, which triggered ...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-39686,CVE-2025-39686 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  comedi: Make insn_rw_emulate_bits() do insn->n samples  The `insn_rw_emulate_bits()` function is used as a default handler for `INS...",web_logs;system_logs,NVD-CWE-noinfo,78
AP-CVE-2025-39689,CVE-2025-39689 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  ftrace: Also allocate and copy hash for reading of filter files  Currently the reader of set_ftrace_filter and set_ftrace_notrace j...",web_logs;system_logs,CWE-416,78
AP-CVE-2025-39691,CVE-2025-39691 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  fs/buffer: fix use-after-free when call bh_read() helper  There's issue as follows: BUG: KASAN: stack-out-of-bounds in end_buffer_r...",web_logs;system_logs,CWE-416,78
AP-CVE-2025-39692,CVE-2025-39692 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  smb: server: split ksmbd_rdma_stop_listening() out of ksmbd_rdma_destroy()  We can't call destroy_workqueue(smb_direct_wq); before ...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-39693,CVE-2025-39693 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: Avoid a NULL pointer dereference  [WHY] Although unlikely drm_atomic_get_new_connector_state() or drm_atomic_get_o...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-39694,CVE-2025-39694 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  s390/sclp: Fix SCCB present check  Tracing code called by the SCLP interrupt handler contains early exits if the SCCB address assoc...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-39697,CVE-2025-39697 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  NFS: Fix a race when updating an existing write  After nfs_lock_and_join_requests() tests for whether the request is still attached...",web_logs;system_logs,CWE-362,47
AP-CVE-2025-39701,CVE-2025-39701 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  ACPI: pfr_update: Fix the driver update version check  The security-version-number check should be used rather than the runtime ver...",web_logs;system_logs,NVD-CWE-noinfo,78
AP-CVE-2025-39702,CVE-2025-39702 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  ipv6: sr: Fix MAC comparison to be constant-time  To prevent timing attacks, MACs need to be compared in constant time. Use the app...",web_logs;system_logs,CWE-203,70
AP-CVE-2025-39703,CVE-2025-39703 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  net, hsr: reject HSR frame if skb can't hold tag  Receiving HSR frame with insufficient space to hold HSR tag in the skb can result...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-39706,CVE-2025-39706 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  drm/amdkfd: Destroy KFD debugfs after destroy KFD wq  Since KFD proc content was moved to kernel debugfs, we can't destroy KFD debu...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-39709,CVE-2025-39709 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  media: venus: protect against spurious interrupts during probe  Make sure the interrupt handler is initialized before the interrupt...",web_logs;system_logs,CWE-476,55
AP-CVE-2025-39710,CVE-2025-39710 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  media: venus: Add a check for packet size after reading from shared memory  Add a check to ensure that the packet size does not exc...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-39713,CVE-2025-39713 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  media: rainshadow-cec: fix TOCTOU race condition in rain_interrupt()  In the interrupt handler rain_interrupt(), the buffer full ch...",web_logs;system_logs,CWE-367,47
AP-CVE-2025-39714,CVE-2025-39714 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  media: usbtv: Lock resolution while streaming  When an program is streaming (ffplay) and another program (qv4l2) changes the TV sta...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2025-39715,CVE-2025-39715 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  parisc: Revise gateway LWS calls to probe user read access  We use load and stbys,e instructions to trigger memory reference interr...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2025-39716,CVE-2025-39716 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  parisc: Revise __get_user() to probe user read access  Because of the way read access support is implemented, read access interrupt...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2025-39718,CVE-2025-39718 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  vsock/virtio: Validate length in packet header before skb_put()  When receiving a vsock packet in the guest, only the virtqueue buf...",web_logs;system_logs,CWE-787,55
AP-CVE-2025-39719,CVE-2025-39719 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  iio: imu: bno055: fix OOB access of hw_xlate array  Fix a potential out-of-bounds array access of the hw_xlate array in bno055.c.  ...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-39724,CVE-2025-39724 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  serial: 8250: fix panic due to PSLVERR  When the PSLVERR_RESP_EN parameter is set to 1, the device generates an error response if a...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2025-39730,CVE-2025-39730 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  NFS: Fix filehandle bounds checking in nfs_fh_to_dentry()  The function needs to check the minimal filehandle length before it can ...",web_logs;system_logs,NVD-CWE-noinfo,78
AP-CVE-2025-39731,CVE-2025-39731 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  f2fs: vm_unmap_ram() may be called from an invalid context  When testing F2FS with xfstests using UFS backed virtual disks the kern...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2025-39734,CVE-2025-39734 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  Revert 'fs/ntfs3: Replace inode_trylock with inode_lock'  This reverts commit 69505fe98f198ee813898cbcaf6770949636430b.  Initially,...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2025-54236,CVE-2025-54236 Exploitation,"Adobe Commerce versions 2.4.9-alpha2, 2.4.8-p2, 2.4.7-p7, 2.4.6-p12, 2.4.5-p14, 2.4.4-p15 and earlier are affected by an Improper Input Validation vulnerability. A successful attacker can abuse this t...",web_logs;system_logs,CWE-20,91
AP-CVE-2025-10169,CVE-2025-10169 Exploitation,A weakness has been identified in UTT 1200GW up to 3.0.0-170831. Affected by this issue is some unknown functionality of the file /goform/ConfigWirelessBase. This manipulation of the argument ssid cau...,web_logs;system_logs,CWE-119,88
AP-CVE-2025-10170,CVE-2025-10170 Exploitation,A security vulnerability has been detected in UTT 1200GW up to 3.0.0-170831. This affects the function sub_4B48F8 of the file /goform/formApLbConfig. Such manipulation of the argument loadBalanceNameO...,web_logs;system_logs,CWE-119,88
AP-CVE-2025-10171,CVE-2025-10171 Exploitation,A vulnerability was detected in UTT 1250GW up to 3.2.2-200710. This vulnerability affects the function sub_453DC of the file /goform/formConfigApConfTemp. Performing manipulation results in buffer ove...,web_logs;system_logs,CWE-119,88
AP-CVE-2025-10172,CVE-2025-10172 Exploitation,A flaw has been found in UTT 750W up to 3.2.2-191225. This issue affects some unknown processing of the file /goform/formPictureUrl. Executing manipulation of the argument importpictureurl can lead to...,web_logs;system_logs,CWE-119,88
AP-CVE-2025-39736,CVE-2025-39736 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  mm/kmemleak: avoid deadlock by moving pr_warn() outside kmemleak_lock  When netpoll is enabled, calling pr_warn_once() while holdin...",web_logs;system_logs,CWE-667,55
AP-CVE-2025-39738,CVE-2025-39738 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  btrfs: do not allow relocation of partially dropped subvolumes  [BUG] There is an internal report that balance triggered transactio...",web_logs;system_logs,NVD-CWE-noinfo,78
AP-CVE-2025-39742,CVE-2025-39742 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  RDMA: hfi1: fix possible divide-by-zero in find_hw_thread_mask()  The function divides number of online CPUs by num_core_siblings, ...",web_logs;system_logs,CWE-369,55
AP-CVE-2025-39743,CVE-2025-39743 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  jfs: truncate good inode pages when hard link is 0  The fileset value of the inode copy from the disk by the reproducer is AGGR_RES...",web_logs;system_logs,NVD-CWE-noinfo,78
AP-CVE-2025-39749,CVE-2025-39749 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  rcu: Protect ->defer_qs_iw_pending from data race  On kernels built with CONFIG_IRQ_WORK=y, when rcu_read_unlock() is invoked withi...",web_logs;system_logs,NVD-CWE-noinfo,70
AP-CVE-2025-39752,CVE-2025-39752 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  ARM: rockchip: fix kernel hang during smp initialization  In order to bring up secondary CPUs main CPU write trampoline code to SRA...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2025-39756,CVE-2025-39756 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  fs: Prevent file descriptor table allocations exceeding INT_MAX  When sysctl_nr_open is set to a very high value (for example, 1073...",web_logs;system_logs,CWE-401,55
AP-CVE-2025-39757,CVE-2025-39757 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  ALSA: usb-audio: Validate UAC3 cluster segment descriptors  UAC3 class segment descriptors need to be verified whether their sizes ...",web_logs;system_logs,CWE-125,71
AP-CVE-2025-39759,CVE-2025-39759 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  btrfs: qgroup: fix race between quota disable and quota rescan ioctl  There's a race between a task disabling quotas and another ru...",web_logs;system_logs,CWE-362,70
AP-CVE-2025-39766,CVE-2025-39766 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  net/sched: Make cake_enqueue return NET_XMIT_CN when past buffer_limit  The following setup can trigger a WARNING in htb_activate d...",web_logs;system_logs,NVD-CWE-noinfo,78
AP-CVE-2025-9086,CVE-2025-9086 Exploitation,"1. A cookie is set using the `secure` keyword for `https://target`   2. curl is redirected to or otherwise made to speak with `http://target` (same     hostname, but using clear text HTTP) using the s...",web_logs;system_logs,TBD,75
AP-CVE-2025-10371,CVE-2025-10371 Exploitation,A security flaw has been discovered in eCharge Hardy Barth Salia PLCC up to 2.3.81. This issue affects some unknown processing of the file /api.php. The manipulation of the argument setrfidlist result...,web_logs;system_logs,CWE-284,73
AP-CVE-2025-4953,CVE-2025-4953 Exploitation,"A flaw was found in Podman. In a Containerfile or Podman, data written to RUN --mount=type=bind mounts during the podman build is not discarded. This issue can lead to files created within the contain...",web_logs;system_logs,CWE-378,74
AP-CVE-2025-10756,CVE-2025-10756 Exploitation,A security flaw has been discovered in UTT HiPER 840G up to 3.1.1-190328. Impacted is an unknown function of the file /goform/getOneApConfTempEntry. The manipulation of the argument tempName results i...,web_logs;system_logs,CWE-119,88
AP-CVE-2025-10757,CVE-2025-10757 Exploitation,A weakness has been identified in UTT 1200GW up to 3.0.0-170831. The affected element is an unknown function of the file /goform/formConfigDnsFilterGlobal. This manipulation of the argument GroupName ...,web_logs;system_logs,CWE-119,88
AP-CVE-2025-39871,CVE-2025-39871 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  dmaengine: idxd: Remove improper idxd_free  The call to idxd_free() introduces a duplicate put_device() leading to a reference coun...",web_logs;system_logs,CWE-416,78
AP-CVE-2025-39872,CVE-2025-39872 Exploitation,"In the Linux kernel, the following vulnerability has been resolved:  hsr: hold rcu and dev lock for hsr_get_port_ndev  hsr_get_port_ndev calls hsr_for_each_port, which need to hold rcu lock. On the ot...",web_logs;system_logs,NVD-CWE-noinfo,55
AP-CVE-2024-4598,CVE-2024-4598 Exploitation,An information disclosure vulnerability exists in multiple WSO2 products due to improper implementation of the enrich mediator. Authenticated users may be able to view unintended business data from ot...,web_logs;system_logs,CWE-1259,65
AP-CVE-2025-9900,CVE-2025-9900 Exploitation,"A flaw was found in Libtiff. This vulnerability is a 'write-what-where' condition, triggered when the library processes a specially crafted TIFF image file.  By providing an abnormally large image hei...",web_logs;system_logs,CWE-123,88
AP-CVE-2025-10976,CVE-2025-10976 Exploitation,A vulnerability was determined in JeecgBoot up to 3.8.2. This issue affects some unknown processing of the file /api/getDepartUserList. Executing manipulation of the argument departId can lead to impr...,web_logs;system_logs,CWE-266,31
AP-CVE-2025-10977,CVE-2025-10977 Exploitation,A vulnerability was identified in JeecgBoot up to 3.8.2. Impacted is an unknown function of the file /sys/tenant/deleteBatch. The manipulation of the argument ids leads to improper authorization. The ...,web_logs;system_logs,CWE-266,31
AP-CVE-2025-10978,CVE-2025-10978 Exploitation,A security flaw has been discovered in JeecgBoot up to 3.8.2. The affected element is an unknown function of the file /sys/user/exportXls of the component Filter Handler. The manipulation results in i...,web_logs;system_logs,CWE-266,43
AP-CVE-2025-35027,CVE-2025-35027 Exploitation,"Multiple robotic products by Unitree sharing a common firmware, including the Go2, G1, H1, and B2 devices, contain a command injection vulnerability. By setting a malicious string when configuring the...",web_logs;system_logs,CWE-78,73
AP-CVE-2025-11305,CVE-2025-11305 Exploitation,A vulnerability has been found in UTT HiPER 840G up to 3.1.1-190328. Affected by this issue is the function strcpy of the file /goform/formTaskEdit. The manipulation of the argument txtMin2 leads to b...,web_logs;system_logs,CWE-119,88
AP-CVE-2025-11323,CVE-2025-11323 Exploitation,A vulnerability was determined in UTT 1250GW up to v2v3.2.2-200710. Affected is the function strcpy of the file /goform/formUserStatusRemark. This manipulation of the argument Username causes buffer o...,web_logs;system_logs,CWE-119,88
AP-CVE-2025-11355,CVE-2025-11355 Exploitation,A vulnerability has been found in UTT 1250GW up to v2v3.2.2-200710. Affected by this vulnerability is the function strcpy of the file /goform/aspChangeChannel. The manipulation of the argument pvid le...,web_logs;system_logs,CWE-119,88
AP-CVE-2025-11561,CVE-2025-11561 Exploitation,"A flaw was found in the integration of Active Directory and the System Security Services Daemon (SSSD) on Linux systems. In default configurations, the Kerberos local authentication plugin (sssd_krb5_...",web_logs;system_logs,CWE-269,88
